beer_ABV,beer_beerId,beer_brewerId,beer_name,beer_style,review_appearance,review_palette,review_overall,review_taste,review_profileName,review_aroma,review_text,review_time
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4,4,4,4,Tilley4,4,Pours a solid reddish amber into my CCB snifter... Nice thick head and good lacing as well... Pungent piney hops mix with sweet caramel malts to balanve this one really nicely... Terrific aromas... Sweet toffee malts backed up by a solid piney hop base make this one a super easy drinker and one that surprised me a bit... A nice little brew here... I could session this one easily with a meal or by itself... Solid all the way around,1286064454
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,3,1.5,1.5,2,bobhits,2,"Very clear and crisp medium dark amber color. Some carbonation but not much. Half finger head. Lacing isn't great but pretty solid. Below the style but this style does well in this. Smells of a strong amber/hopped aroma. A bit metallic in aroma a bit perhaps off or the hops are a touch off what I like. Wow and blah. Opens oddly enough with hops a touch hoppy but not over powering. Somewhat herbal hops that quickly are squelched by a huge body of malt. OK, huge by the style, not huge by any other style. The amber malt flavor is there, but this is far more powerful than many are. It's too sweet and thick in body for most beers. The carbonation is lacking which also hurts. It's a nice drinkable beer in certain places, but when that is is beyond me. That's the problem though...when is a mostly malty beer without a sipper level of flavor the right beer for the time? Add in it is a far more thick bodied beer and I'm at a loss. I paid 16 for a 6 pack. I'm sorry but that's going into the score. Cans were made to make it cheaper to distribute and better for drinking here and there. Way to expensive way too...below average.",1286035319
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,3.5,4,4,3.5,emmasdad,3.5,"Grabbed a six pack of this one in a recent trade. Pours from the can a medium amber color, with a whitish head. Nice moderate hoppiness on the nose (pine, citrus) leads to a medium bodied palate, with citrus, caramel and sweet malt. A nice, easy drinking summer beer.",1285541017
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,3,3.5,4.5,4.5,brewdlyhooked13,4,"Appearance - a decent amber colored iced-tea brew. A brief head fades to nothing after a minute. I suppose it wouldn't matter much if left in the can. Aroma - toasty, biscuity nose. A brief glint of sweetness fades to reveal some faint hop fruitiness. Taste - nice toasty grain here. A light, grapefuit hop balances beautifully. Simple, straightforward, and a very flavorful amber. Mouthfeel - a nice smooth feel, hefty crispness, medium weight, maybe a little lighter. Drinkability - excellent session beer if you can afford it. I think I dropped a sawbuck for the sixer. Great all round beer. Not as fully flavored as Sam Adams stock ale, but holds its own admirably.",1285041452
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4.5,4,4.5,4.5,Jason,4,"12oz can with no freshness date. Head stacks up high, sudsy and sticky. Clear and amber ... they nailed it there. Citric peel and pine sap with a faint caramel base in the nose. A little wet, lighter body ... touch of smoothness as well. Nutty bready malt throws down a quick flash of caramel, hops are assertive yet don't mess with the malt to the point of clouding out its flavor. Balanced with a long trail of flavor in the drying after taste. I'll check this off on my personal session beer list, good flavor all around and lots of it. A kick-ass Amber.",1285032976
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4,3.5,3,2,biglite351,3,"A - burnt amber color, tall white head that leaves a good deal of lacing. S - caramel sweet scent, not bitter, almost some porter in the mix. T - sort of some vanilla caramel tossed into a lager. M - mild coating with zero tingle. D - the lack of bitterness combined with smooth feel make it easily drinkable if this is what you are looking for.",1284677572
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,3,3,3,3,htomsirveaux,3.5,"12 oz. can tried 19 Jul 2009. Served in the 0.5 L Adambrau becker. Large light brown lacy head. Well carbonated. Clear dark reddish brown. Aroma is almondy, some brown sugar, a little dusty, slightly astringent. Sweet and almondy, caramel. Some astringnet almond skins in the finish. Bitteness increases slightly in the finish. Light body. Light alcohol. Decent but not likely to get again.",1283788431
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4,3.5,4,3.5,GarrettMD,4,"A - Pours a clear copper color with 1 finger thick white head. Head retention is good. Good amount of carbonation visible. S - Citrus hops and roasted malt dominate the smell. Fairly light smelling, not too complex, but well balanced. T - Follows the aroma pretty well. Starts off with rich roasted malts, soon overpowered by an intense nutty flavor that lingers for the rest of the sip. Citrus undertones are there throughout. M - Medium to light bodied, slight tingle from the carbonation. Finish is slightly dry with a nutty aftertaste, no hop bitterness at all. D - Very well balanced beer. Mark these down just a dollar or two per 6-pack and I would buy this regularly.",1281635456
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,3.5,4,4.5,4,bump8628,4,"Another opportunity to be impressed with a canned craft beer. It pours a light copper color with a head that builds fast but recedes to a thin ring. Supremely balanced all around with soft caramel, nutty, toasted malt and a flourish or citric and earthy hops at the end just before a fairly dry finish. Damn, I'd routinely have this in my fridge if not for the $11/sixer price tag. Notch this up with the IPA and Pale Ale as another more-than-solid offering from Caldera.",1280859910
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4,3.5,4,4,philbertk,4,Caldera Brewing Company--Ashland Amber--Oregon Brewed Amber Ale--2009 12 oz. Micro Can. 5.40% ABV on Can--24 IBU's. (4.25 / 5.0) 5.6% ABV on Web Page. Light sediment. Thin mild lace off white head. Pretty clear bright rich amber color. Toasted fruit malt floral hop front. Earthy cloying crusty mild sweet toasted caramel fruit doughy body. Smooth cloying malty eartthy mild hop spice clean end. Nice. Sampled 8/18/2009. 6-Pack $10.99.,1280119659
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,3.5,4,3,3.5,ZSimon,2.5,"Can with a distinctive lime green pop tab, poured into a pint glass, picked up at Corks and Kegs in Richmond, VA. Pours tawny amber brown (Yuengling-ish?) with a poofy, rocky, eggshell-tan head that dissipates slowly and leaves a bit of lace. Decent look. Smell is a sucker punch in the nostrils. Not sure what I was expecting from this brew, but the nose was a big surprise. Overhwelmingly bitter and floral, with caramel sweetness singing backup. Maybe I should start believing some of the hype about cans preserving the beer so well. As surprising as the pungency of the smell was the incongruity of the flavor profile. Just plain uninteresting in contrast to the huge nose- a dash of floral hops, not a ton but enough to outweigh the barely-there malt backbone. Out of balance and generally weak. Seems like some soft, mellow bitterness evolves once the beer is gone. In fact, I think I enjoy this beer more after the swallow. Decently smooth and inoffensive, but not worth a second visit.",1278794319
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4.5,4,4,4,jkrich,4,"12 oz. can with no freshness date: poured a deep and clear reddish to brown with ruby highlights. The creamy, tan head quickly recedes. The aroma is spicy and syrupy with some faint hop odor. The first sip emphasized malty sweetness with a faint bite of hops mixed in. There is a very slight licorice flavor in the aftertaste that is pleasing. The mouthfeel is actually a little thick and chewy with the sweetness keeping the palate coated. All the same, the ale remains refreshing with a zesty carbonation. This is a good, malt-accented amber ale that maintains good balance. I was surprised to see this along with the pale ale in Louisville, KY. It is the most I have ever paid for a six-pack, but it is worth trying.",1276469893
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4,4,4,4,Brent,3.5,"Poured an attractive amber tinged with brown. Moderate head and lively carbonation. Up front a distinctive chocolate note in the malt, which faded into a more generalized roasted malt flavor. Moderate hopping followed, with a clean finish. Drikability was good, and food-friendly.",1275573665
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,3.5,3.5,4,4,tempest,3.5,"Picked up a can at Abe's Cold Beer. The beer looks amber with a short white head. The aroma is a mix of light and juicy citrus with cocoa bread malt. That same barley character holds over into the flavor with a mix of pepper and lemon peel. The bitter aftertaste is a touch earthy and balances the sweet malt nicely. It's not the most flavorful, but at the same time the body is on the lighter side, making for a drinkable amber. Overall, a respectable session beer.",1275171065
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4,4,4.5,4,indiapaleale,4,"Pour - fills this glass with an amazingly colorful auburn liquid with some flashes of ruby red and bright orange with a big thick batter-like off-white head on top. Aroma - bread dough, caramel, apple butter, raw sugar, cocoa and some slight citrus. Smells great. I can't wait to move on to the best part of all of this. Taste - big malty, biscuity, bready sweetness hits the palate immediately. This may be a simple recipe but it sure has been perfected. This has the perfect balance of maltiness and some citrus hops to balance things out. The malt profile is something I am really enjoying, I'm not sure how best to describe it. I'd have to say its somewhere between honey butter and brown sugar cinnamon Pop-Tarts. Well, maybe not that sweet but it is surely delicious. Overall - great amber ale, one that I could definitely enjoy in multiple amounts. I love the flavor that this imparts and the great balance that it has with the PNW hops used. Amber Ales may not be my favorite style but this is proof that I could love any beer if its brewed well. Would I buy more of it? - absolutely. I wish I had access to Caldera out here but its also nice to know that its a regional brewery and I'll be sure to stop in to the brewpub if I am ever in Ashland again.",1272594505
